GCF_000010985.1,WP_013007231.1,FMN-binding protein,470063,470632,+
GCF_000010985.1,WP_013007232.1,electron transport complex subunit RsxE,470629,471249,+
GCF_000010985.1,WP_013007233.1,electron transport complex subunit RsxA,471265,471846,+
GCF_000010985.1,WP_013007234.1,4Fe-4S dicluster domain-containing protein,471861,472643,+
GCF_000011785.1,WP_011609214.1,electron transport complex subunit A,1173363,1173944,+
GCF_000011785.1,WP_011609215.1,electron transport complex subunit RsxB,1173948,1174538,+
GCF_000011785.1,WP_011609216.1,electron transport complex subunit RsxC,1174542,1176521,+
GCF_000011785.1,WP_011609217.1,electron transport complex subunit RsxD,1176538,1177629,+
GCF_000011785.1,WP_011609218.1,electron transport complex subunit RsxG,1177626,1178249,+
GCF_000011785.1,WP_012340688.1,electron transport complex subunit RsxE,1178246,1178962,+
GCF_000012185.1,WP_005654147.1,electron transport complex subunit A,1843439,1844017,+
GCF_000012185.1,WP_005650033.1,electron transport complex subunit B,1844105,1844686,+
GCF_000012185.1,WP_011272747.1,electron transport complex subunit RsxC,1844687,1846684,+
GCF_000012185.1,WP_011272748.1,electron transport complex subunit D,1846814,1847890,+
GCF_000012185.1,WP_005658206.1,electron transport complex subunit G,1847890,1848513,+
GCF_000012185.1,WP_011272749.1,electron transport complex subunit E,1848515,1849222,+
GCF_000012485.1,WP_011357888.1,4Fe-4S dicluster domain-containing protein,1310888,1311721,+
GCF_000012485.1,WP_011357889.1,electron transport complex subunit RsxC,1311722,1313047,+
GCF_000012485.1,WP_011357890.1,NADH:ubiquinone oxidoreductase,1313067,1314041,+
GCF_000012485.1,WP_011357891.1,FMN-binding protein,1314038,1314583,+
GCF_000012485.1,WP_011357892.1,electron transport complex subunit RsxE,1314580,1315182,+
GCF_000012485.1,WP_011357893.1,electron transport complex subunit RsxA,1315182,1315760,+
GCF_000013285.1,WP_011590665.1,FMN-binding protein,1496989,1498023,+
GCF_000013285.1,WP_003470400.1,electron transport complex subunit RsxE,1498041,1498709,+
GCF_000013285.1,WP_003448909.1,electron transport complex subunit RsxA,1498740,1499315,+
GCF_000013285.1,WP_003470383.1,4Fe-4S dicluster domain-containing protein,1499332,1500153,+
GCF_000013285.1,WP_011590830.1,electron transport complex subunit RsxC,1879858,1881168,+
GCF_000013285.1,WP_003478008.1,NADH:ubiquinone oxidoreductase,1881182,1882162,+
GCF_000013305.1,WP_000133193.1,electron transport complex subunit A,1625028,1625609,+
GCF_000013305.1,WP_000991823.1,electron transport complex subunit RsxB,1625609,1626187,+
GCF_000013305.1,WP_000915838.1,electron transporter RsxC,1626180,1628504,+
GCF_000013305.1,WP_000231919.1,electron transport complex subunit D,1628505,1629563,+
GCF_000013305.1,WP_000920791.1,electron transport complex subunit RsxG,1629567,1630187,+
GCF_000013305.1,WP_001289668.1,electron transporter RsxE,1630191,1630886,+
GCF_000014865.1,WP_085987188.1,electron transport complex subunit RsxE,822260,822919,-
GCF_000014865.1,WP_081436182.1,electron transport complex subunit RsxG,822948,823610,-
GCF_000014865.1,WP_011712368.1,RnfABCDGE type electron transport complex subunit D,823576,824643,-
GCF_000014865.1,WP_011712369.1,electron transport complex subunit RsxC,824751,826568,-
GCF_000014865.1,WP_011712370.1,electron transport complex subunit B,826665,827210,-
GCF_000014865.1,WP_011712371.1,electron transport complex subunit RsxA,827233,827826,-
GCF_000015345.1,WP_012030884.1,electron transport complex subunit RsxE,588640,589281,-
GCF_000015345.1,WP_041729854.1,FMN-binding domain-containing protein,589271,589819,-
GCF_000015345.1,WP_041729855.1,hypothetical protein,589859,590749,-
GCF_000015345.1,WP_012030887.1,electron transport complex subunit RsxC,590809,592416,-
GCF_000015345.1,WP_012030888.1,electron transport complex subunit RsxB,592403,592972,-
GCF_000015345.1,WP_012030889.1,electron transport complex subunit RsxA,592969,593601,-
GCF_000015985.1,WP_002723764.1,electron transport complex subunit A,1065632,1066213,+
GCF_000015985.1,WP_011842752.1,electron transport complex subunit RnfB,1066233,1066799,+
GCF_000015985.1,WP_011842753.1,electron transport complex subunit RsxC,1066796,1068349,+
GCF_000015985.1,WP_011842754.1,electron transporter RnfD,1068346,1069434,+
GCF_000015985.1,WP_011842755.1,electron transport complex subunit RnfG,1069431,1070090,+
GCF_000015985.1,WP_009561393.1,electron transport complex subunit RsxE,1070107,1070841,+
GCF_000016085.1,WP_011890033.1,electron transport complex subunit RsxA,892460,893038,-
GCF_000016085.1,WP_011890034.1,electron transport complex subunit RsxE,893038,893640,-
GCF_000016085.1,WP_011890035.1,FMN-binding protein,893637,894182,-
GCF_000016085.1,WP_011890036.1,NADH:ubiquinone oxidoreductase,894179,895153,-
GCF_000016085.1,WP_011890037.1,electron transport complex subunit RsxC,895172,896497,-
GCF_000016085.1,WP_011890038.1,4Fe-4S dicluster domain-containing protein,896498,897331,-
GCF_000016405.1,WP_011910135.1,electron transport complex subunit RsxA,54459,55040,+
GCF_000016405.1,WP_011910136.1,4Fe-4S dicluster domain-containing protein,55056,55622,+
GCF_000016405.1,WP_011910137.1,electron transport complex subunit RsxC,55619,57178,+
GCF_000016405.1,WP_011910138.1,electron transporter RnfD,57175,58257,+
GCF_000016405.1,WP_011910139.1,electron transport complex subunit RsxG,58254,58916,+
GCF_000016405.1,WP_011910140.1,electron transport complex subunit RsxE,58931,59665,+
GCF_000016565.1,WP_012017986.1,electron transport complex subunit RsxE,1561727,1562434,-
GCF_000016565.1,WP_012017987.1,electron transport complex subunit G,1562431,1563066,-
GCF_000016565.1,WP_012017988.1,electron transport complex subunit D,1563069,1564100,-
GCF_000016565.1,WP_012017989.1,electron transport complex subunit RsxC,1564240,1567074,-
GCF_000016565.1,WP_012017990.1,electron transport complex subunit B,1567071,1567646,-
GCF_000016565.1,WP_003245591.1,electron transport complex subunit A,1567643,1568227,-
GCF_000016785.1,WP_048810860.1,Fe-S protein,680551,680844,-
GCF_000016785.1,WP_004082952.1,electron transport complex subunit RsxA,680858,681433,-
GCF_000016785.1,WP_011943284.1,electron transport complex subunit RsxE,681430,682032,-
GCF_000016785.1,WP_004082950.1,FMN-binding protein,682029,682703,-
GCF_000016785.1,WP_004082949.1,NADH:ubiquinone oxidoreductase,682700,683656,-
GCF_000016785.1,WP_011943285.1,electron transport complex subunit RsxC,683653,684960,-
GCF_000016985.1,WP_012063412.1,electron transport complex subunit RsxC,2350892,2352220,+
GCF_000016985.1,WP_012063413.1,NADH:ubiquinone oxidoreductase,2352240,2353193,+
GCF_000016985.1,WP_083760967.1,FMN-binding protein,2353165,2353719,+
GCF_000016985.1,WP_012063415.1,electron transport complex subunit RsxE,2353743,2354372,+
GCF_000016985.1,WP_012063416.1,electron transport complex subunit RsxA,2354376,2354966,+
GCF_000016985.1,WP_012063417.1,4Fe-4S dicluster domain-containing protein,2354979,2355965,+
GCF_000017065.1,WP_003359579.1,electron transport complex subunit RsxC,434388,435707,+
GCF_000017065.1,WP_011987392.1,NADH:ubiquinone oxidoreductase,435730,436662,+
GCF_000017065.1,WP_011987393.1,FMN-binding protein,436662,437333,+
GCF_000017065.1,WP_004451374.1,electron transport complex subunit RsxE,437344,437946,+
GCF_000017065.1,WP_004451376.1,electron transport complex subunit RsxA,438000,438578,+
GCF_000017065.1,WP_011987394.1,4Fe-4S dicluster domain-containing protein,438592,439425,+
GCF_000017245.1,WP_012073464.1,electron transport complex subunit RsxA,1906418,1906996,+
GCF_000017245.1,WP_041834809.1,electron transport complex subunit RsxB,1907000,1907566,+
GCF_000017245.1,WP_012073466.1,electron transport complex subunit RsxC,1907559,1909670,+
GCF_000017245.1,WP_012073467.1,electron transport complex subunit D,1909734,1910801,+
GCF_000017245.1,WP_041834661.1,electron transport complex subunit RsxG,1910803,1911405,+
GCF_000017245.1,WP_012073469.1,electron transport complex subunit RsxE,1911448,1912101,+
GCF_000017705.1,WP_012128496.1,electron transport complex subunit A,2989462,2990040,+
GCF_000017705.1,WP_012128497.1,electron transport complex subunit B,2990044,2990637,+
GCF_000017705.1,WP_012128498.1,electron transport complex subunit RsxC,2990646,2993384,+
GCF_000017705.1,WP_005425207.1,electron transport complex subunit RsxD,2993384,2994430,+
GCF_000017705.1,WP_012128500.1,electron transport complex subunit RsxG,2994438,2995076,+
GCF_000017705.1,WP_012128501.1,electron transport complex subunit RsxE,2995069,2995761,+
GCF_000017745.1,WP_000133193.1,electron transport complex subunit A,1831600,1832181,+
GCF_000017745.1,WP_000991809.1,electron transport complex subunit RsxB,1832181,1832759,+
GCF_000017745.1,WP_000915684.1,electron transporter RsxC,1832752,1834974,+
GCF_000017745.1,WP_000231931.1,electron transport complex subunit D,1834975,1836033,+
GCF_000017745.1,WP_000920784.1,electron transport complex subunit G,1836037,1836657,+
GCF_000017745.1,WP_001289657.1,electron transporter RsxE,1836661,1837356,+
GCF_000018325.1,WP_012159622.1,4Fe-4S dicluster domain-containing protein,1868814,1869638,-
GCF_000018325.1,WP_012159623.1,electron transport complex subunit RsxA,1869651,1870232,-
GCF_000018325.1,WP_012159624.1,electron transport complex subunit RsxE,1870249,1870848,-
GCF_000018325.1,WP_012159625.1,FMN-binding protein,1870877,1871419,-
GCF_000018325.1,WP_012159626.1,NADH:ubiquinone oxidoreductase,1871423,1872364,-
GCF_000018325.1,WP_012159627.1,electron transport complex subunit RsxC,1872385,1873713,-
GCF_000018685.1,WP_012198241.1,electron transport complex subunit RsxC,259945,261264,+
GCF_000018685.1,WP_012198242.1,NADH:ubiquinone oxidoreductase,261309,262319,+
GCF_000018685.1,WP_012198243.1,FMN-binding protein,262309,262965,+
GCF_000018685.1,WP_012198244.1,electron transport complex subunit RsxE,262958,263719,+
GCF_000018685.1,WP_012198245.1,electron transport complex subunit RsxA,263734,264309,+
GCF_000018685.1,WP_012198246.1,4Fe-4S dicluster domain-containing protein,264327,265175,+
GCF_000018945.1,WP_038066643.1,Fe-S protein,432713,433006,-
GCF_000018945.1,WP_015918933.1,electron transport complex subunit RsxA,433020,433595,-
GCF_000018945.1,WP_015918934.1,electron transport complex subunit RsxE,433592,434194,-
GCF_000018945.1,WP_015918935.1,FMN-binding protein,434191,434868,-
GCF_000018945.1,WP_015918936.1,NADH:ubiquinone oxidoreductase,434865,435821,-
GCF_000018945.1,WP_015918937.1,electron transport complex subunit RsxC,435818,437125,-
GCF_000019085.1,WP_003867324.1,4Fe-4S dicluster domain-containing protein,2183491,2184306,-
GCF_000019085.1,WP_003867325.1,electron transport complex subunit RsxA,2184318,2184890,-
GCF_000019085.1,WP_012269766.1,electron transport complex subunit RsxE,2184865,2185515,-
GCF_000019085.1,WP_003867327.1,FMN-binding protein,2185538,2186119,-
GCF_000019085.1,WP_012269767.1,NADH:ubiquinone oxidoreductase,2186120,2187079,-
GCF_000019085.1,WP_003867329.1,electron transport complex subunit RsxC,2187095,2188426,-
GCF_000019305.1,WP_015957655.1,electron transport complex subunit RsxC,455913,457232,+
GCF_000019305.1,WP_004451370.1,NADH:ubiquinone oxidoreductase,457255,458187,+
GCF_000019305.1,WP_004451372.1,FMN-binding protein,458187,458858,+
GCF_000019305.1,WP_004451374.1,electron transport complex subunit RsxE,458869,459471,+
GCF_000019305.1,WP_004451376.1,electron transport complex subunit RsxA,459524,460102,+
GCF_000019305.1,WP_004451377.1,4Fe-4S dicluster domain-containing protein,460116,460949,+
GCF_000019385.1,WP_001289652.1,electron transporter RsxE,2205152,2205847,-
GCF_000019385.1,WP_000920802.1,electron transport complex subunit G,2205851,2206471,-
GCF_000019385.1,WP_000231912.1,electron transport complex subunit D,2206475,2207533,-
GCF_000019385.1,WP_000915767.1,electron transporter RsxC,2207534,2209756,-
GCF_000019385.1,WP_000991805.1,electron transport complex subunit RsxB,2209749,2210327,-
GCF_000019385.1,WP_000133193.1,electron transport complex subunit A,2210327,2210908,-
GCF_000019545.1,WP_003359579.1,electron transport complex subunit RsxC,438793,440112,+
GCF_000019545.1,WP_012341942.1,NADH:ubiquinone oxidoreductase,440135,441067,+
GCF_000019545.1,WP_012344342.1,FMN-binding protein,441067,441738,+
GCF_000019545.1,WP_004451374.1,electron transport complex subunit RsxE,441749,442351,+
GCF_000019545.1,WP_004451376.1,electron transport complex subunit RsxA,442405,442983,+
GCF_000019545.1,WP_011987394.1,4Fe-4S dicluster domain-containing protein,442997,443830,+
GCF_000019565.1,WP_012541529.1,electron transport complex subunit E,2435943,2436641,-
GCF_000019565.1,WP_012541530.1,electron transport complex subunit RsxG,2436644,2437264,-
GCF_000019565.1,WP_012541531.1,electron transport complex subunit D,2437275,2438327,-
GCF_000019565.1,WP_012541532.1,electron transport complex subunit RsxC,2438328,2440589,-
GCF_000019565.1,WP_008804646.1,electron transport complex subunit B,2440582,2441160,-
GCF_000019565.1,WP_002907658.1,electron transport complex subunit A,2441160,2441741,-
GCF_000019625.1,WP_004082953.1,Fe-S cluster domain protein,716235,716528,-
GCF_000019625.1,WP_004082952.1,electron transport complex subunit RsxA,716542,717117,-
GCF_000019625.1,WP_004082951.1,electron transport complex subunit RsxE,717114,717716,-
GCF_000019625.1,WP_004082950.1,FMN-binding protein,717713,718387,-
GCF_000019625.1,WP_004082949.1,NADH:ubiquinone oxidoreductase,718384,719340,-
GCF_000019625.1,WP_012310689.1,electron transport complex subunit RsxC,719337,720644,-
GCF_000020465.1,WP_012465939.1,electron transport complex subunit RsxA,1075673,1076251,-
GCF_000020465.1,WP_012465940.1,electron transport complex subunit RsxE,1076248,1076853,-
GCF_000020465.1,WP_012465941.1,FMN-binding protein,1076850,1077395,-
GCF_000020465.1,WP_012465942.1,NADH:ubiquinone oxidoreductase,1077392,1078366,-
GCF_000020465.1,WP_012465943.1,electron transport complex subunit RsxC,1078387,1079712,-
GCF_000020465.1,WP_012465944.1,4Fe-4S dicluster domain-containing protein,1079713,1080552,-
GCF_000020485.1,WP_012636362.1,4Fe-4S dicluster domain-containing protein,1516638,1517633,-
GCF_000020485.1,WP_012636363.1,electron transport complex subunit RsxA,1517652,1518245,-
GCF_000020485.1,WP_012636364.1,electron transport complex subunit RsxE,1518249,1518848,-
GCF_000020485.1,WP_012636365.1,FMN-binding protein,1518848,1519408,-
GCF_000020485.1,WP_012636366.1,NADH:ubiquinone oxidoreductase,1519398,1520321,-
GCF_000020485.1,WP_012636367.1,electron transport complex subunit RsxC,1520333,1521658,-
GCF_000020525.1,WP_012500294.1,electron transport complex subunit RsxC,2086330,2087655,+
GCF_000020525.1,WP_012500295.1,NADH:ubiquinone oxidoreductase,2087677,2088648,+
GCF_000020525.1,WP_012500296.1,FMN-binding protein,2088650,2089195,+
GCF_000020525.1,WP_012500297.1,electron transport complex subunit RsxE,2089192,2089791,+
GCF_000020525.1,WP_012500298.1,electron transport complex subunit RsxA,2089795,2090373,+
GCF_000020525.1,WP_012500301.1,4Fe-4S dicluster domain-containing protein,2091867,2092757,+
GCF_000020545.1,WP_012474934.1,4Fe-4S dicluster domain-containing protein,1651624,1652463,+
GCF_000020545.1,WP_012474935.1,electron transport complex subunit RsxC,1652464,1653789,+
GCF_000020545.1,WP_012474936.1,NADH:ubiquinone oxidoreductase,1653808,1654803,+
GCF_000020545.1,WP_012474937.1,FMN-binding protein,1654800,1655345,+
GCF_000020545.1,WP_012474938.1,electron transport complex subunit RsxE,1655342,1655947,+
GCF_000020545.1,WP_012474939.1,electron transport complex subunit RsxA,1655944,1656531,+
GCF_000020585.3,WP_012517811.1,electron transport complex subunit RsxE,1349663,1350355,-
GCF_000020585.3,WP_012517812.1,electron transport complex subunit G,1350358,1351131,-
GCF_000020585.3,WP_012517813.1,electron transport complex subunit RsxD,1351128,1352216,-
GCF_000020585.3,WP_012517814.1,electron transport complex subunit RsxC,1352213,1354771,-
GCF_000020585.3,WP_012517815.1,electron transport complex subunit RsxB,1354777,1355358,-
GCF_000020585.3,WP_012517816.1,electron transport complex subunit RsxA,1355358,1355939,-
GCF_000020605.1,WP_012742483.1,electron transport complex subunit RsxC,1529111,1530442,+
GCF_000020605.1,WP_041254024.1,NADH:ubiquinone oxidoreductase,1530461,1531423,+
GCF_000020605.1,WP_012742485.1,FMN-binding protein,1531416,1532024,+
GCF_000020605.1,WP_012742486.1,electron transport complex subunit RsxE,1532024,1532752,+
GCF_000020605.1,WP_012742487.1,electron transport complex subunit RsxA,1532752,1533342,+
GCF_000020605.1,WP_012742488.1,4Fe-4S dicluster domain-containing protein,1533361,1534152,+
GCF_000020625.1,WP_012505869.1,4Fe-4S dicluster domain-containing protein,1429660,1430499,+
GCF_000020625.1,WP_012505870.1,electron transport complex subunit RsxC,1430500,1431825,+
GCF_000020625.1,WP_012505871.1,NADH:ubiquinone oxidoreductase,1431842,1432834,+
GCF_000020625.1,WP_012505872.1,FMN-binding protein,1432831,1433376,+
GCF_000020625.1,WP_012505873.1,electron transport complex subunit RsxE,1433373,1433975,+
GCF_000020625.1,WP_012505874.1,electron transport complex subunit RsxA,1433975,1434553,+
GCF_000020965.1,WP_012547295.1,electron transport complex subunit RsxC,946699,948012,+
GCF_000020965.1,WP_012547868.1,NADH:ubiquinone oxidoreductase,948030,948986,+
GCF_000020965.1,WP_012547502.1,FMN-binding protein,948983,949519,+
GCF_000020965.1,WP_012548759.1,electron transport complex subunit RsxE,949533,950132,+
GCF_000020965.1,WP_012548186.1,electron transport complex subunit RsxA,950138,950725,+
GCF_000020965.1,WP_012548371.1,4Fe-4S dicluster domain-containing protein,950741,951541,+
GCF_000021005.1,WP_002723764.1,electron transport complex subunit A,274381,274962,+
GCF_000021005.1,WP_012640966.1,4Fe-4S dicluster domain-containing protein,274982,275548,+
GCF_000021005.1,WP_012640967.1,electron transport complex subunit RsxC,275545,277098,+
GCF_000021005.1,WP_012640968.1,electron transporter RnfD,277095,278183,+
GCF_000021005.1,WP_012640969.1,electron transport complex subunit RsxG,278180,278839,+
GCF_000021005.1,WP_009561393.1,electron transport complex subunit RsxE,278856,279590,+
GCF_000021765.1,WP_004303181.1,electron transport complex subunit RsxA,3242585,3243166,+
GCF_000021765.1,WP_004303177.1,electron transport complex subunit RsxC,3243774,3245219,+
GCF_000021765.1,WP_012585773.1,electron transporter RnfD,3245216,3246289,+
GCF_000021765.1,WP_012585774.1,FMN-binding protein,3246286,3246942,+
GCF_000021765.1,WP_004314920.1,electron transport complex subunit RsxE,3246939,3247619,+
GCF_000021765.1,WP_004309306.1,electron transport complex subunit RsxB,3534970,3535521,+
GCF_000021985.1,WP_012639176.1,electron transport complex subunit A,2769626,2770204,+
GCF_000021985.1,WP_012639177.1,electron transport complex subunit RsxB,2770212,2770772,+
GCF_000021985.1,WP_012639178.1,electron transport complex subunit RsxC,2770983,2772581,+
GCF_000021985.1,WP_012639179.1,electron transport complex subunit RsxD,2772648,2773706,+
GCF_000021985.1,WP_012639180.1,electron transport complex subunit RsxG,2773703,2774404,+
GCF_000021985.1,WP_095206582.1,electron transport complex subunit RsxE,2774406,2775083,+
GCF_000023325.1,WP_015868274.1,electron transport complex subunit RsxC,955584,956906,+
GCF_000023325.1,WP_015868275.1,NADH:ubiquinone oxidoreductase,956903,957844,+
GCF_000023325.1,WP_015868276.1,FMN-binding protein,957837,958565,+
GCF_000023325.1,WP_015868277.1,electron transport complex subunit RsxE,958565,959188,+
GCF_000023325.1,WP_041288890.1,electron transport complex subunit RsxA,959213,959794,+
GCF_000023325.1,WP_015868279.1,Fe-S cluster protein,959808,960500,+
GCF_000024105.1,WP_015778244.1,4Fe-4S dicluster domain-containing protein,1413933,1414736,-
GCF_000024105.1,WP_015778245.1,electron transport complex subunit RsxA,1414746,1415321,-
GCF_000024105.1,WP_015778246.1,electron transport complex subunit RsxE,1415335,1415982,-
GCF_000024105.1,WP_015778247.1,FMN-binding protein,1415991,1416536,-
GCF_000024105.1,WP_015778248.1,NADH:ubiquinone oxidoreductase,1416529,1417506,-
GCF_000024105.1,WP_015778249.1,electron transport complex subunit RsxC,1417516,1418835,-
GCF_000024265.1,WP_015760101.1,4Fe-4S dicluster domain-containing protein,875089,875892,-
GCF_000024265.1,WP_009306469.1,electron transporter RsxE,875905,876498,-
GCF_000024265.1,WP_009306468.1,electron transport complex subunit RsxE,876498,877205,-
GCF_000024265.1,WP_015760102.1,FMN-binding protein,877205,877810,-
GCF_000024265.1,WP_009306466.1,NADH:ubiquinone oxidoreductase,877810,878793,-
GCF_000024265.1,WP_009306465.1,electron transport complex subunit RsxC,878794,880122,-
GCF_000024725.1,WP_013033670.1,electron transport complex subunit RsxE,2804544,2805251,-
GCF_000024725.1,WP_013033671.1,electron transport complex subunit RsxG,2805235,2805861,-
GCF_000024725.1,WP_013033672.1,electron transport complex subunit RsxD,2805876,2806913,-
GCF_000024725.1,WP_013033673.1,electron transport complex subunit RsxC,2806948,2808495,-
GCF_000024725.1,WP_013033674.1,electron transport complex subunit RsxB,2808492,2809121,-
GCF_000024725.1,WP_013033675.1,electron transport complex subunit RsxA,2809126,2809707,-
GCF_000024825.1,WP_005396543.1,electron transport complex subunit RsxE,1482762,1483454,-
GCF_000024825.1,WP_006743364.1,electron transport complex subunit RsxG,1483454,1484086,-
GCF_000024825.1,WP_012841573.1,electron transport complex subunit RsxD,1484094,1485140,-
GCF_000024825.1,WP_012841574.1,electron transport complex subunit RsxC,1485140,1487890,-
GCF_000024825.1,WP_012841575.1,electron transport complex subunit RsxB,1487899,1488495,-
GCF_000024825.1,WP_005380762.1,electron transport complex subunit A,1488499,1489077,-
GCF_000025105.1,WP_012896200.1,electron transport complex subunit RsxC,909860,911167,+
GCF_000025105.1,WP_012896201.1,NADH:ubiquinone oxidoreductase,911164,912120,+
GCF_000025105.1,WP_012896202.1,FMN-binding protein,912117,912791,+
GCF_000025105.1,WP_012896203.1,electron transport complex subunit RsxE,912788,913390,+
GCF_000025105.1,WP_012896204.1,electron transport complex subunit RsxA,913387,913962,+
GCF_000025105.1,WP_012896205.1,Fe-S cluster domain protein,913976,914269,+
GCF_000025305.1,WP_041666307.1,4Fe-4S dicluster domain-containing protein,128346,129260,-
GCF_000025305.1,WP_012937509.1,electron transport complex subunit RsxA,129281,129856,-
GCF_000025305.1,WP_012937510.1,electron transport complex subunit RsxE,129849,130445,-
GCF_000025305.1,WP_012937511.1,FMN-binding protein,130451,131020,-
GCF_000025305.1,WP_012937512.1,electron transporter subunit RnfD,131017,132051,-
GCF_000025305.1,WP_049763411.1,electron transport complex subunit RsxC,132078,133421,-
GCF_000025645.1,WP_012994287.1,electron transport complex subunit RsxC,131610,132944,+
GCF_000025645.1,WP_012994288.1,NADH:ubiquinone oxidoreductase,132959,133918,+
GCF_000025645.1,WP_012994289.1,FMN-binding protein,133919,134500,+
GCF_000025645.1,WP_012994290.1,electron transport complex subunit RsxE,134523,135173,+
GCF_000025645.1,WP_012994291.1,electron transport complex subunit RsxA,135148,135720,+
GCF_000025645.1,WP_012994292.1,4Fe-4S dicluster domain-containing protein,135732,136547,+
GCF_000025725.1,WP_013011184.1,4Fe-4S dicluster domain-containing protein,2011216,2012019,-
GCF_000025725.1,WP_013011185.1,electron transport complex subunit RsxA,2012029,2012601,-
GCF_000025725.1,WP_013011186.1,electron transport complex subunit RsxE,2012601,2013209,-
GCF_000025725.1,WP_013011187.1,FMN-binding protein,2013209,2013763,-
GCF_000025725.1,WP_013011188.1,NADH:ubiquinone oxidoreductase,2013763,2014761,-
GCF_000025725.1,WP_013011189.1,electron transport complex subunit RsxC,2014754,2016064,-
GCF_000025885.1,WP_013047519.1,electron transport complex subunit RsxC,94296,95618,+
GCF_000025885.1,WP_013047520.1,NADH:ubiquinone oxidoreductase,95627,96562,+
GCF_000025885.1,WP_013047521.1,FMN-binding protein,96565,97134,+
GCF_000025885.1,WP_052292774.1,electron transport complex subunit RsxE,97131,97766,+
